Tipo,Veh/Maq,Plan,Tarea/Documento,Estado
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Engrase General Obligatorio,Excedido en 5644 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control De Neumáticos,Excedido en 12264 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Gancho de Arrastre - Plato,Excedido en 5856 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Ajustes de Tacómetro,Excedido en 5856 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control de Suspension,Excedido en 5856 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control de Frenos,Excedido en 9264 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Baterías (Control y Rotación),Excedido en 11146 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Alineado y Balanceado (Control),Restan 6144 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Cambio de Filtro de Aire,Excedido en 1146 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Cambio de Filtro de Combustible,Excedido en 1146 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Cambio De Aceite,Excedido en 1146 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control De Filtro De Habitáculo,Restan 10561 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Cambio de Filtro de Aceite,Excedido en 1146 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Cambio filtro combustible trampa de agua,Excedido en 1146 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Cambio Filtro Secador,Excedido en 1146 Km del Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control General de Luces,Restan 10561 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control de EJES,Restan 32736 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control Adblue,Restan 111398 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control de Correa de Accesorios (POLI V),Restan 222736 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control Climatic,Restan 311398 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control Bomba de Agua,Restan 772736 Km para el Parametro Critico
Mantenimiento,T15 | AA831MG,PLAN SCANIA G310-R410-R460-R500,Control Líquido Refrigerante,Restan 772736 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Engrase General Obligatorio,Restan 9625 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control De Neumáticos,Restan 14625 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Gancho de Arrastre - Plato,Restan 2417 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Ajustes de Tacómetro,Restan 2417 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Suspension,Restan 17625 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Frenos,Restan 17625 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Aire,Restan 14417 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Combustible,Restan 14417 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Baterías (Control y Rotación),Restan 4328 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Alineado y Balanceado (Control),Excedido en 17976 Km del Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio De Aceite,Restan 14417 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control De Filtro De Habitáculo,Excedido en 19028 Km del Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Aceite,Restan 14417 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio filtro combustible trampa de agua,Restan 14417 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio Filtro Secador,Excedido en 88932 Km del Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control General de Luces,Restan 29625 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control de EJES,Restan 12024 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control Adblue,Restan 81068 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Correa de Accesorios (POLI V),Restan 131068 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Embrague (Scaneo),Restan 281068 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio De Aceite Caja Y Diferencial,Restan 281068 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control Climatic,Restan 281068 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,EJES (Reemplazo de Grasa),Restan 481068 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control Bomba de Agua,Restan 681068 Km para el Parametro Critico
Mantenimiento,T2 | AB159TK,PLAN VOLVO FM330-FM380-FH440-VM330,Control Líquido Refrigerante,Restan 774328 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 10000 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 10000 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 10000 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 10000 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 10000 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 15000 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 60000 Km para el Parametro Critico
Mantenimiento,S5 | AC932AW,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 578185 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Engrase General Obligatorio,Restan 6846 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control De Neumáticos,Restan 11846 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Gancho de Arrastre - Plato,Excedido en 7658 Km del Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Ajustes de Tacómetro,Restan 9544 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Suspension,Excedido en 7658 Km del Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Frenos,Restan 9544 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Aire,Restan 10070 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Combustible,Restan 10070 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Baterías (Control y Rotación),Restan 10572 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio De Aceite,Restan 10070 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control De Filtro De Habitáculo,Restan 15357 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Aceite,Restan 10070 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio filtro combustible trampa de agua,Restan 10070 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio Filtro Secador,Excedido en 98854 Km del Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control General de Luces,Restan 26846 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control de EJES,Restan 16689 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Correa de Accesorios (POLI V),Restan 170997 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control Bomba de Agua,Restan 720997 Km para el Parametro Critico
Mantenimiento,T7 | AD237PY,PLAN VOLVO FM330-FM380-FH440-VM330,Control Líquido Refrigerante,Restan 756689 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Engrase General Obligatorio,Excedido en 6847 Km del Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control De Neumáticos,Excedido en 1847 Km del Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Gancho de Arrastre - Plato,Restan 1153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Ajustes de Tacómetro,Restan 1153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Suspension,Restan 1153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Frenos,Restan 1153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Aire,Restan 13153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Combustible,Restan 13153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Baterías (Control y Rotación),Restan 13153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio De Aceite,Restan 13153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control De Filtro De Habitáculo,Restan 13153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio de Filtro de Aceite,Restan 13153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio filtro combustible trampa de agua,Restan 13153 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Cambio Filtro Secador,Excedido en 59401 Km del Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control General de Luces,Excedido en 3965 Km del Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control de EJES,Restan 12839 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control de Correa de Accesorios (POLI V),Restan 202838 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control Bomba de Agua,Restan 752838 Km para el Parametro Critico
Mantenimiento,T8 | AD751NF,PLAN VOLVO FM330-FM380-FH440-VM330,Control Líquido Refrigerante,Restan 766035 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 53710 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 53710 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 53710 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 53710 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 53710 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 6544 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 103710 Km para el Parametro Critico
Mantenimiento,S9 | AD967AK,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 498133 Km para el Parametro Critico
Mantenimiento,S12 | AE099ZL,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 357648 Km para el Parametro Critico
Mantenimiento,S12 | AE099ZL,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 357648 Km para el Parametro Critico
Mantenimiento,S12 | AE099ZL,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 357648 Km para el Parametro Critico
Mantenimiento,S12 | AE099ZL,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 357648 Km para el Parametro Critico
Mantenimiento,S12 | AE099ZL,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 362648 Km para el Parametro Critico
Mantenimiento,S12 | AE099ZL,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 407648 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 15 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 15 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 15 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 15 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 15 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 5015 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 50015 Km para el Parametro Critico
Mantenimiento,S13 | AE129WZ,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 590015 Km para el Parametro Critico
Mantenimiento,S7 | AE219VE,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 7517 Km para el Parametro Critico
Mantenimiento,S7 | AE219VE,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Excedido en 4862 Km del Parametro Critico
Mantenimiento,S7 | AE219VE,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Excedido en 4862 Km del Parametro Critico
Mantenimiento,S7 | AE219VE,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 12517 Km para el Parametro Critico
Mantenimiento,S7 | AE219VE,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 45138 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Engrase General Obligatorio,Restan 3140 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control De Neumáticos,Restan 8140 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Ajustes de Tacómetro,Restan 9955 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control de Suspension,Restan 9955 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control de Frenos,Restan 11140 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Baterías (Control y Rotación),Restan 21955 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Cambio de Filtro de Aire,Restan 347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Cambio de Filtro de Combustible,Restan 347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Cambio De Aceite,Restan 347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control De Filtro De Habitáculo,Restan 347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Cambio de Filtro de Aceite,Restan 347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Cambio filtro combustible trampa de agua,Restan 347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Cambio Filtro Secador,Restan 347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control General de Luces,Restan 33140 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control de EJES,Restan 20347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control Bomba de Agua,Restan 760347 Km para el Parametro Critico
Mantenimiento,T6 | AE219VG,PLAN VOLKSWAGEN 17280LR,Control Líquido Refrigerante,Restan 760347 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Engrase General Obligatorio,Restan 10000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control De Neumáticos,Restan 15000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Ajustes de Tacómetro,Restan 18000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control de Suspension,Restan 18000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control de Frenos,Restan 18000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Baterías (Control y Rotación),Restan 30000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Cambio de Filtro de Aire,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Cambio de Filtro de Combustible,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Cambio De Aceite,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control De Filtro De Habitáculo,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Cambio de Filtro de Aceite,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Cambio filtro combustible trampa de agua,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Cambio Filtro Secador,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control General de Luces,Restan 40000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control de EJES,Restan 60000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control de Correa de Accesorios (POLI V),Restan 250000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control Climatic,Restan 400000 Km para el Parametro Critico
Mantenimiento,T9 | AE280BQ,PLAN VOLKSWAGEN 17280LR,Control Líquido Refrigerante,Restan 800000 Km para el Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 1927 Km para el Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Excedido en 8642 Km del Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Excedido en 8642 Km del Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Excedido en 8642 Km del Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Excedido en 14151 Km del Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 6927 Km para el Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 41358 Km para el Parametro Critico
Mantenimiento,S8 | AE289HA,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 547611 Km para el Parametro Critico
Mantenimiento,A2 | AE289HV,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 9712 Km para el Parametro Critico
Mantenimiento,A2 | AE289HV,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 407849 Km para el Parametro Critico
Mantenimiento,A2 | AE289HV,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 9712 Km para el Parametro Critico
Mantenimiento,A2 | AE289HV,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 9712 Km para el Parametro Critico
Mantenimiento,A2 | AE289HV,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 14712 Km para el Parametro Critico
Mantenimiento,A2 | AE289HV,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 54453 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Engrase General Obligatorio,Restan 9712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control De Neumáticos,Restan 14712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Gancho de Arrastre - Plato,Restan 17712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Ajustes de Tacómetro,Restan 17712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control de Suspension,Restan 3130 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control de Frenos,Restan 3130 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Baterías (Control y Rotación),Restan 29712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Alineado y Balanceado (Control),Excedido en 4185 Km del Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control De Filtro De Habitáculo,Restan 29712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aire,Restan 39712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Cambio de Filtro de Combustible,Restan 39712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Cambio De Aceite,Restan 39712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aceite,Restan 39712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Cambio filtro combustible trampa de agua,Restan 39712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Cambio Filtro Secador,Restan 39712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control General de Luces,Restan 39712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control de EJES,Restan 25815 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control Adblue,Restan 115574 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control de Correa de Accesorios (POLI V),Restan 249712 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Embrague (Scaneo),Restan 315574 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Cambio De Aceite Caja Y Diferencial,Restan 315574 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control Climatic,Restan 315574 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,EJES (Reemplazo de Grasa),Restan 515574 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control Bomba de Agua,Restan 715574 Km para el Parametro Critico
Mantenimiento,C2 | AE296KI,PLAN VOLVO FH420-FM370,Control Líquido Refrigerante,Restan 765815 Km para el Parametro Critico
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 4544 Km para el Parametro Critico
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 4544 Km para el Parametro Critico
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Excedido en 13836 Km del Parametro Critico
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 4544 Km para el Parametro Critico
